hour,hour_invocation,hour_of_day,day_of_week
1205,4.7544080604534,5,1
1206,4.38287153652393,6,1
1207,11.25314861460957,7,1
1208,30.075566750629722,8,1
1209,52.78967254408061,9,1
1210,69.96851385390428,10,1
1211,81.6750629722922,11,1
1212,83.80982367758186,12,1
1213,83.89798488664988,13,1
1214,85.21410579345088,14,1
1215,86.35390428211586,15,1
1216,85.13853904282115,16,1
1217,81.59949622166248,17,1
1218,77.85894206549118,18,1
1219,76.20277078085641,19,1
1220,82.97858942065491,20,1
1221,82.50629722921914,21,1
1222,73.89798488664988,22,1
1223,64.52770780856423,23,1
1224,47.19143576826196,0,2
1225,30.075566750629722,1,2
1226,15.264483627204031,2,2
1227,8.494962216624685,3,2
1228,5.982367758186398,4,2
1229,4.22544080604534,5,2
1230,7.4118387909319905,6,2
1231,16.523929471032748,7,2
1232,35.069269521410575,8,2
1233,67.62594458438288,9,2
1234,86.54911838790933,10,2
1235,87.72040302267003,11,2
1236,84.13573499358395,12,2
1237,64.81108312342569,13,2
1238,71.59319899244333,14,2
1239,96.58690176322418,15,2
1240,98.2808564231738,16,2
1241,87.49370277078086,17,2
1242,80.02390812449302,18,2
1243,75.46903500390863,19,2
1244,86.17128463476071,20,2
1245,83.2002732357085,21,2
1246,72.81486146095718,22,2
1247,60.686397984886646,23,2
1248,35.52267002518892,0,3
1249,26.35390428211587,1,3
1250,13.746851385390427,2,3
1251,7.858942065491184,3,3
1252,4.9118387909319905,4,3
1253,5.062972292191436,5,3
1254,3.929471032745592,6,3
1255,12.802267002518892,7,3
1256,32.2984886649874,8,3
1257,65.96977329974811,9,3
1258,75.13853904282115,10,3
1259,79.22131503517762,11,3
1260,76.65617128463477,12,3
1261,65.65491183879094,13,3
1262,70.0,14,3
1263,89.43954659949623,15,3
1264,87.8904282115869,16,3
1265,81.57430730478589,17,3
1266,77.57317814644315,18,3
1267,77.411838790932,19,3
1268,88.39420654911838,20,3
1269,85.2896725440806,21,3
1270,73.772040302267,22,3
1271,58.36272040302267,23,3
1272,39.741813602015114,0,4
1273,25.547858942065492,1,4
1274,14.326196473551638,2,4
1275,9.250629722921913,3,4
1276,6.246851385390428,4,4
1277,4.162468513853904,5,4
1278,4.672544080604534,6,4
1279,14.351385390428213,7,4
1280,37.141057934508815,8,4
1281,71.07757332536396,9,4
1282,99.21284634760704,10,4
1283,103.99199352284995,11,4
1284,100.77455919395466,12,4
1285,90.87531486146096,13,4
1286,84.82997481108312,14,4
1287,98.83501259445845,15,4
1288,97.10327455919396,16,4
1289,83.69017632241814,17,4
1290,80.3128728622564,18,4
1291,103.21905819066728,19,4
1292,106.15207274900737,20,4
1293,101.98992443324937,21,4
1294,86.51133501259446,22,4
1295,68.13602015113351,23,4
1296,44.943324937027704,0,5
1297,25.95088161209068,1,5
1298,15.207808564231737,2,5
1299,8.885390428211588,3,5
1300,4.804785894206549,4,5
1301,4.080604534005038,5,5
1302,4.590680100755667,6,5
1303,14.861460957178842,7,5
1304,39.741813602015114,8,5
1305,83.55793450881612,9,5
1306,103.75445148962044,10,5
1307,102.45058276053453,11,5
1308,101.07052896725442,12,5
1309,90.71788413098237,13,5
1310,83.14231738035264,14,5
1311,101.3636758446973,15,5
1312,103.63719273864326,16,5
1313,96.8086923109764,17,5
1314,90.50078982196986,18,5
1315,98.29345088161209,19,5
1316,108.4823677581864,20,5
1317,103.52644836272042,21,5
1318,97.61335012594459,22,5
1319,73.772040302267,23,5
1320,47.91561712846348,0,6
1321,8.740554156171283,1,6
1322,6.083123425692695,2,6
1323,6.221662468513854,3,6
1324,4.093198992443325,4,6
1325,3.8098236775818637,5,6
1326,4.023929471032746,6,6
1327,10.963476070528968,7,6
1328,40.30856423173804,8,6
1329,83.77833753148614,9,6
1330,105.45340050377834,10,6
1331,106.90133629338685,11,6
1332,105.16372795969774,12,6
1333,99.2632241813602,13,6
1334,98.3866064448884,14,6
1335,113.40050377833752,15,6
1336,119.8745052177042,16,6
1337,109.74181360201511,17,6
1338,96.92087205767393,18,6
1339,86.25496307048628,19,6
1340,98.69017632241814,20,6
1341,117.8337531486146,21,6
1342,89.54030226700252,22,6
1343,70.01259445843829,23,6
1344,46.83249370277078,0,0
1345,32.14735516372796,1,0
1346,16.6183879093199,2,0
1347,13.639798488664987,3,0
1348,10.77455919395466,4,0
1349,7.972292191435768,5,0
1350,8.954659949622167,6,0
1351,14.691435768261965,7,0
1352,32.17884130982368,8,0
1353,60.60453400503778,9,0
1354,83.26196473551637,10,0
1355,103.19421523495178,11,0
1356,99.53400503778337,12,0
1357,96.59949622166248,13,0
1358,98.98614609571788,14,0
1359,97.34662511206933,15,0
1360,99.8425692695214,16,0
1361,100.77455919395466,17,0
1362,95.35264483627203,18,0
1363,91.05163727959697,19,0
1364,106.01118558681638,20,0
1365,99.28841309823677,21,0
1366,85.49748110831234,22,0
1367,66.3727959697733,23,0
1368,46.16498740554156,0,1
1369,28.142317380352647,1,1
1370,15.327455919395467,2,1
1371,10.151133501259444,3,1
1372,7.021410579345088,4,1
1373,8.003778337531486,5,1
1374,7.575566750629723,6,1
1375,12.046599496221662,7,1
1376,25.201511335012594,8,1
1377,52.07808564231738,9,1
1378,75.2896725440806,10,1
1379,87.36775818639799,11,1
1380,93.40050377833752,12,1
1381,89.6095717884131,13,1
1382,94.15617128463477,14,1
1383,97.38035264483626,15,1
1384,95.56675062972292,16,1
1385,89.76700251889169,17,1
1386,84.0617128463476,18,1
1387,83.04156171284635,19,1
1388,94.14987405541562,20,1
1389,89.20025188916877,21,1
1390,78.71536523929471,22,1
1391,58.76574307304786,23,1
1392,39.04911838790932,0,2
1393,22.92191435768262,1,2
1394,12.518891687657431,2,2
1395,9.162468513853904,3,2
1396,5.812342569269521,4,2
